Note: For the actual contract source codes use the api endpoints at https://docs.moonscan.io/v/moonbase/api-endpoints/contracts,,
Txhash,ContractAddress,ContractName
0x76730f32b3de9af56987699ddf8a97381e1283c8698fe78b643ecb70b5ecc82a,0x8006590025aa1a505b8306C5825aA4d4Bae383eE,SightseeV1
0x87cd52cfe5a4c91eecd46af63e5a1743824f93848481d48e098c7b2fe14cfb88,0x9A825d63d919eF9F68a32AC12B1A4E9246813b4d,FriendtechSharesV1
0xb2d95c1b9dbb3deeb440b99faf59b443bd22f79da2bd37039721c40265d60d3b,0xed50D6326F68AC75347bC29c832660FeBb71066d,LighthouseNft
0x72b91798e0dc53f9bf23631382b6c5a6442c3552967acc41344c99517a160591,0xcb304Ddac53AE3fAD7105732573015ed62628d26,RoverNft
0x48d1ae1d7259a6e891f285f78ef4f5083d9be27b58c5f7abd6faef4e2f868ca6,0x633980622c55b8c95ca4117b7c332d4b8e492ea9,Incrementer
0xfa08e9379e7ea9687faf552f9642ca75aae9450577c54f61ac655fb1b2b86a64,0x8c532348fe0ce9c53435c5fcac49ac8ef4c10177,GlacisWormholeAdapter
0xbce6418d385f7598acc75ff32ee0067f6d3c98f7f240778c6a22e3f960de7782,0xc957504d6754779671e90e516e9af568937c4675,GlacisAxelarAdapter
0x13267218e0fcc89a1aaeaad7d2a41714e91f62812784b176cb5b8b8c57a379af,0xc5A3F3d1bcE2d6bA663aAf09466268eaF3237C0b,GlacisRouter
0x1a57874f43d813b648f4d7ca977f493a788b56a1bbfc63e357f6edcb2848ff5f,0x231d2Eda6008289AB0d2c6190b26f80f2D56D5b3,GlacisTinyDAOSample
0x334ad1075e61ea921ab11f5e0543641ab69abc971f9f51a47b1673b0114dee76,0xb23b28012ee92E8dE39DEb57Af31722223034747,Endpoint
0x93cbacfa08d1b1ce304e8d07f64923b20b88bb538aa30c4ac3b731d8e10d2f01,0x8631E89E16fc875183FD381AB62771bDE01CB255,Minter
0xddf837fb3c3f5dcdcd90eac46c437d5de6023a37ec5a04e14084da2ca9564241,0x4AfDE2A13964391c3F28A22769A820Be3ED3a032,Levelizoor
0x95d98b0d14fec73a77d23615ad893a6182f05d1c117c0321b8f78e58e1b932ce,0xb922A0ea13FF139248D2883aDCc56098D7a49E11,SoulboundAmbassadorNFT
0xaebbfcc8c129614b613862be049269c43f58496c355663e1277812a199e32d0a,0xF6b874ecb2C5BaddAE05b88a3BE03F4BECaDA859,Minter
0x39a86d0ce8fb597eeb6a2df6d917edda36f090c2d810076164dec126d8d7f588,0x64BbcA8f5230B3ee1764A4e64F03ac423F1Ba50C,Levelizoor
0x20700fde893d2329b867f92b088b4b01017f733befb976e74b97afe0fe0f7be0,0x6CEC1aF825F21594b18EE41d43daE3C67074c4D2,SoulboundAmbassadorNFT
0x927d8491933af9988cc353cbd15ec1b2aadf20fc1bd1512f65ef29e12a825fa6,0x6bB546da36Eaf30df94c1068Dd42F47914331cD9,CustomError23
0x4bbbd8ba3aa05684bcb687099e3a50e841f59dc477b0407a9adcda32d5e03954,0x59a73F43E38F9Cf8526Fe6c993cD1E70ae31C70d,CustomError
0x2da6aed49b88f4f6f5d2417fa0c93d5a53049e854ee4409a5b7954a58dd18dfa,0x6b809c6F3E8279E2D4073545A743999CB8a94DA8,ControllerMoonbase
0x630f109a79fa17d3aefad44baee949e63bb153f9727c847a7bf52283db47f8f9,0xEc10B5435F4cAaF7fa87D7aFfe2F8b69B366E729,ControllerMoonbase
0x16f941d6a3cd35d33b677380398272f260407ecd830944cbc5e3cb3a6ed9b7d0,0x6B05cCEd771448eb5168eb818FBb73697CCdc2b3,LedgerFactory
0x12a5c7cb4a14595383ef72b1e9e6fbfb1cc5a4d108a6bfb72bfc32c961f1f989,0x3bBdDcd10BB4FC660b84e0d1aE09C66Fcb96C49C,Controller
0x9922158883c9269e5992ae10d9e6ffccf510a68a75b4ba90df43b6c2d58464f8,0x21F126bC1276E8EA641ef941739DF818F41b3927,Controller
0xa7ed9f1640957da50c4bdbeed8241ca052d8921b8862a73374ee4935312880e7,0x77876b12b1663Ae5a6d86B0fe0df7Ef28EbE2479,LedgerFactory
0x9a2f165be31f7a4621690d0283323c8c2dfb6642db832129f87ffecf58b7c1a2,0x1EB57A970f6F5F853631F486dcf8458eD41B5fbb,Controller
0x5fde518008c20000047379ef5965f6cd5ebf1622cff14e8e15d65dc2de9f1d21,0xc51e41682B34b43326Ab8bC745d442F3eadcF01D,LedgerFactory
0x1ad0d4bc4afbf5f205f5a8c3a7d5e39edf300a96b54f2717de50db18b86c6f7e,0xcc97F2f82811412f9BDd09E10Dca9E85aEBAE627,LedgerBeacon
0xef684b86927d6e575a7c2f0c6625a8b72457fbd89ffd5ed2486c2a403e6d71af,0x02894f277F6D8Ea072e9e2401e3fcAA279262719,Ledger
0xe67cfdbf92e2ba9df4d6e1229d4b0d1a000586f48c9c75eac6a288b283a117e2,0x18c1482603B026684004409215ccE468A8F7dCd2,Nimbus
0xcae666a792880675ab7704501cc053300ab98e6c0389fec6788ab5ee814f3e51,0x5D1949226503f282e7356d3CD1B1674CcD0d1073,Withdrawal
0x9a6a99dd7f208406a22dd023672ef962ddcba8da25c26ac41804993d88b5c0fa,0x9DCf1dfd35076FC75a0113535B36efC667F8f4a9,OracleMaster
0x7ce99e6ab7b348eba8fd0930c3b430205dc095917c2b0854901b268c8d4790b2,0x7568aD3Df0f85e56BFDFC66c9E38502CA5635ca1,Oracle
0xe04612e11a3d7fe9a42256127d5da4421c63c2bc7da42df5c90657314c995012,0xBE284A765D401b499AFA39ce3f7542c0FDA6C730,AuthManager
0xf0a2e41528c056e60ed87ecc2933a7f82641f7566f496445648c8081d3b82387,0xC1fD7343d09e04690762a126c7B16F0F7452b254,TransparentUpgradeableProxy
0xc3d22610c1cf3390eca93bba8901f13cca6bb5ffccb2d22710bf46f24b46a2bd,0x1dc3a817B346e62A43810273E6c63B2476d399aE,Controller
0x55176fdd9ec324b167b1255532ca30dad62314ffe853f94aa56c532a54bc9fdb,0xaC54727553F30acc225b9aDD974fbDAa404Ac3ac,Minter
0xc9de95be4776d680a0b13c28d8de97ce89669f81fc92f2498fde39896a6992d3,0x9ebd5bB6bEB71228EAC8A01459da39A903b95279,ProxyAdmin
0x1e725eaa565a0eb1fed94ce77e9add2fbc1eb555ffee442338b5c929ec56218c,0xc751d479e574647f0f20b1a3a6f5d220b6fd7de3,DONASWAP
0x2909043ec5d156916db8a31c5c4c0e4bd6a68821a45d9d7b8082e0c8d56d9b70,0xe615584e077f78A356A22a6633671B4FB6212C9D,Minter
0xac06de0f9e3295cf4f0d5abd59f8b4d25e4481d761b6c4f46a72de6a7ff1d8c0,0x016Fc18622A4951D3bFC771384aa6DD640506F10,LeadershipBadge
0x38f42267d7637a9ea3663651a82e087129a1059357f9c9e8e65aadf244226930,0xcfC8f85212a9DD584dF52545a5D806D224C41AAe,SoulboundAmbassadorNestableNFT
0x399a2a552563e0a569c6dc4cb4df8a1f6e13697b4a8135f34af250c0c7d2a287,0xB11d7446764166Fb1E0bec0E8f355AE84741369f,Minter
0xa7796211773b1d363a1b81a34c60f6836dafd9b6f372cdee3975ccc123a06077,0x4b9106439429edF55C23FE4e428bA0806b9671be,LeadershipBadge
0x71befb1e9a289f247a3f32277023ff098c315b1215790318e7f760cfcf8fc1f1,0x74e56d61fE7CDc8032fE1f7BD649c8843ACf1F18,AmbassadorNFT
0x9e2a76b472d34b0c0a80e9a530b1012e8969dba1a9c4c66ce64edc85f48fe0ea,0x69d6dBa3312D3318ba841A1EEa79C9a498868d84,Minter
0x7b573ede2a331320143aec6589b31549a24bcdef4a872d6e6df55936e13b0f87,0x90F4F63B2d877cBc02562440de3B2CB06E6ed993,AmbassadorNFT
0x3598ffd9ff436732a0575a11e2ae538c5993cc349361329b2fc5a2e21c8ee180,0x9be797eda0ca8c8337a7ef242c2b11a4a2fe956a,GlacisTinyDAOSample
0xec2c75e0a140b3aa46d800b4246f36444831024e0ba252a465ceede30a73cf43,0x04c18b9B7B193e4f66624de5AE25de36482019F9,Satori
0x5d7e2fd0286afc6435012c740950c82d91c2fef997ca1ef3f08f51350f22383a,0x6e682b51f8bb67294b522b75a1e79ddd4502cc94,DonaswapRouter
0xa0809ad330aac0a29ae56707acf213734eb6bd8086215087c33fcead7db9b901,0x8e5dff1c121f661971d02950698f8c5efc3dfa78,DonaswapFactory
0x11e81fc478c52030ba9a6371ce45fffbcb685f6411c2d7023aab909d3ce8836f,0x0216a640c4d53f2a6603042d4e14a2b890efcd45,WDEV
0xc47f02e254a4771be74ee0c1c0cd1575ca7a72bc8a754b19a2e050f8fe3833c4,0x039c13ae33895D41eAAfD6640F1379d3d42080C9,CarWallet
0x9ef119a1af6131f4e0fa07bd12ed60dfe7ca5d5bfad2ea35d52b1bfaf016b411,0xD973331c3Ae062070621A3D218dd5A8a4da08104,CarWallet
0x98d953ea01e68a7a08b4fcdaeb55f9027250917d1f71eb30f2841edb14c83b84,0x3981b5f4e1741922dA6B6c5B71519c91fD35cDD9,CarWallet
0xd2f9e6a0a9bd2a81299f2f456261c02777d1dcd1185b517dcd2ee1c79efc3275,0xd29AC1378d24f558C8F86FB1F7f40f6BAa30f990,CarWallet
0x49d26a616354c0d99d240e2efc0aacac5a4b686296bb7f32d54194becacf06ab,0x7571711D582a2cdA4f28068Dc7ff6Fb597A95732,CarWallet
0x96003c07dfb647a527460173fb97f69aa55bec6dd43d67cf178c84be309a5cff,0xe911Ec27B894A016b7D11FEFc13C6AE17CaCD9A8,CarWallet
0xdbbb154d1ec24034e86bb4348ca8ec8a2915902350591b3899e03b5f1ee2cba7,0x1188Fb4a21e198fADe844BfC136b3b3115c038cc,CarWallet
0xd16464730a2f9c16c1e5baca0cf8a994eeddba4aa8f789a9b9bda11ddd26f3a2,0x9378A85c1dcbaE905eE6B4212bb04247Aca24e7D,CarWallet
0x63001e056fbf9ca5b765a8a9ade715670541b72a6247ffe7650c0ea4788d61eb,0x21d67975ae1F4dB4f7F100AfC130b069B928BF4f,MultiWallet
0xd4f8ab0c565c03ab0e04109f009a6341e033fb0f8c9050069de8d5299fb5eb17,0xb3C42DBB358Db330c2e7df2a294b91F48B660bc8,BEP20Token
0x8ad455f2efae1d33489eb3a9a89417131c43a08401588813951c4c36dd39f50b,0xeE50f4abD28A75F904650fE917cd87677D2493f7,GenesisCollections
0x523adff8587b3b6c71a080508d8e6dc48605e032a463373dae82ca7ef88cb742,0x1B01313Efe656Bc97Fd5c86F10493863D0185e8D,Genesis
0xdf12ebc65f0716c3a7e7a77fcdcbc1c343f918ff79efca3d509d51175468c11a,0x6a9c6479e9e44d6770dce62297125fbfd5809160,Disperse
0x6e1b8741faa38f4bf1fa0e8efcb5a912b068a006e24b07e2daf586a5bfabc88c,0x211e2F1Ff0E88E58D7804E0beC8a75f6984F3FfD,CarDAO
0x1fde5f635777d93d7cb47432fdcb4fc7c006f4ec0e556427b907ca4779321706,0x530F5cc9EBa03d96b138C9500A0F7F8314be1aF0,BEP20Token
0x34456dd531497f19512d30b9a0bb06b6c45abf1f8fb3ca0e42027656f2dc428e,0x114963E2F049D311ee30f7Caa730992B61B59667,CarDAO
0x840a2ba31193d08fc8a8d61a3f8cb6df5a63a94158445e272a39702f11afcf72,0xb70780843be242474025f185bf26dddadfc27f43,CCTF_Hall_of_Fame
0x5c436c45cac2bf48513877aef806085eaeeb1d1e5fd0340ed3241b959228b9a0,0x70f0cec3c99103113d96ed8ad82ae6a8d9a735a0,CryptoCTFX
0xdf4f9ccc4f79d32ca44d7349318a35d328ab652fc0c1ddb91592fbc57ee673ba,0xff2af10269262535c7d7b22d8c107d48a62cbe45,MyToken
0xf679525151ca1e1d53f699a43ae48efe8de6d66f2f607ec25f76a9e835f9af55,0xd13b86Aec35743bB3fD487FEfB661E0367922A2d,Hello
0x8c4f00a4d43572bf237117882c4bfdd1fc14f89f02c775dce3ad357df92aaf94,0xCed3aEEA6b58e1208D4C072A2326382E5B3b923f,Incrementer
0x7f8daaa97206f2ad5d4bee90f9b38fddf971776c9b6e3c937e3be7ae99f5f558,0x3E39db43035981c2C31F7Ffa4392f25231bE4477,Remarker
0x4f073a80dae980941c00751e1b49ba704db7a6f299f2b669fd4cac838a1c5f62,0x417144FB4Df6E7aF393bF161dd3ff848Deea9dfA,RideToken
0xf13f0a46af6bfcc22482c134c6c963b6eb3029b5254b96b14d1aca3f6b0cccb5,0x0363C7aba28781851072AfF932320d9a2e2A3A86,MessageAPI
0x8b24c65481a30dbda526024dceff773b33ad7ef9a9c632bc3a9752e742dfc2e5,0x548a12c002f118bddcec72d21a7b5634aa15f521,CrownsToken
0x007399b044a050d408b60c93c7c40b0dfe7740c0a286fe31156be784f7aeff41,0x5882898df122961eb38bae485c51a5024233f923,DepositContract
0x41a672b13e7515081ee4fa2077252471fc882d344d6edb4293d3ab4f6840ebcb,0x03D884F4fF7f8f78310Df6879eF4031e1229bb07,WitnetPriceFeedBypass
0x06b52f982fd84832d96812ee918e7dba2da1381b1aa8cccb5ba00d1a333ceba9,0xe44633afba45deb33dcc1b8d12140eb945e26e88,Whale
0x0db859a611df5f995fd7ec911a6b074aa738c189c8633ccdae75be7b1b51e247,0x63DC48eefA0f83ebdC7Eb1C20BF559989b6DD53E,ExecutableSample
0x8f356179994afc157b6c2105855c96100a51d2f4f688a79da1cbf70bd66bd791,0xdd8f26e2f17de2c0ad5713eee8faafe594913029,Whale
0xecc5ad1370e28db480f50d461955558896f17d041a5089e521f2ae61dba38862,0x33E27F76a54fa9f63476728eFe343e33eE3c53e7,MyToken
0x6a5699ad0c34ed7d4906e051818f905fab6aa3c53596ec78fd1c7a4afa3af19a,0x711dca8c1311506e5258f28593251e72106f77da,Receive
0x83ce6f6f265e110c8246a085ba7da82e3b0f462bc6cc5dd02bb46a7f78116c91,0xfe4d2ca8e391ef004d62ab5ae2dc445bbe26468d,Satori
0x83ff6460368be1dfd3fbba8c432b10de37964f72fc7e5da45077531663563911,0xc17bbb2e6ce3e9e2a2881bdbecdf202e1de449c9,Satori
0x6444089d8d77e5789aa0f8d38f6a58f41d228f63be0eed449f6f8affaf492d78,0xdeb47e6711c306d41d68c823db9717de12fc1ede,MyNFT
0x0ae9c47772efbde07a378df666fb610d5e99e19279af6700f90064f591a50805,0xb7A117772644fA32aEe2cd706fC33d3f6324D195,AxelarSample
0x2d322737ced136a4a510837920afcf36ebbbbf384c1b46234be9b3bde7ea5be3,0x44CEb6A985E0F48e3D5738939bb011332d7e0478,Incrementer
0x3a5b7ce430eb7ea4a38b0d1f4124317b962f736bf746308b002db0d172d2cc71,0xe4126bb9819D1b5613683e5B9c86FaA2042F4867,Incrementer
0x6dc98ca72caac03640f8bb132ae07714916e6fc533479adeaef8d64e1b8e9579,0xF98C045957A26c5d23B19DbAd9956ccec622852E,Incrementer
0x4d7a8ceb43bd2bacaeaf39d56620875251996240eea7f4a562f1e74341babe7a,0x43C5e4b86F08e838f362047f152711aC63836C4f,BoberTokenTester
0x865fc9a93e1e1f63ac25cc2c0a61294d77a3fa7c4752d8a4ce4c7ae083c1bc75,0xe95bbe23dbbeccb232d29dfd19f293bfe5e4ad55,MyToken
0xd73de4c0bf9b1aa48ee1c7965519799a834d6eaa4dc5abfef394c8c682779cda,0x8d20d34b7ed9e74cf697502eea81f3b1dba4b527,MyToken
0xa3b23b0f366b57cd0188f8d53047c874e7a5bd0f3177cb894c26f87caa273af9,0x061B645eA822d295ba1Be82653EeA5d83ef90966,MyToken
0x7c86d24e6869466edad85f3a5c4c25cb8f6923d09a5389115e41c84fba9b603b,0xbB7D4c64d388D9De417bdB8D97fC56857fb3DDf9,SetMessage
0x2b3f03d54bb8d3660983b98e7825db91117e80a70219b4abcc0ed65c72e40d0f,0xf63dc9a036db4836e8e5c1da73ff01a08e999bb9,UMBC
0x69a04468a401824b71b137879e2bdb7e361e744bcac5f9025b29738152bd680a,0xec34d8741954bb0187e6e6c9e8c0ec4ae18e620e,MyNFT
0xb7fb13fb46a1a375dfe06c6db3b0182482efcf74361a73e117091d8131f6310a,0xb756bef4560f72e2dd68d1292a5b35af6a50257a,ButtonGame
0x5f5cd4470ac47f1a0921c94bcb4d4aab50debd1d424d74001374d684db422b9e,0x73feee827bb4246193740461f4cbfab3fcf28711,ButtonGame
0x2b9df4d3c0e13c0444eae9e53dd1070f7564f4986e1327ed0f74746fa0972e60,0xaa421ee55b5769200b2292ce33130e6550f88891,ButtonGame
0xba786a12b3973700603b5baee3294c6fe9dbe83daccf9876ea238d56338dc5aa,0x409eafc69ac7111115cfe16d28c6024393ec9268,ButtonGame
0x5498b7e99cabd15896e1d9cb729df22279dca4a4e41332d3f0ad16fdfb6fedfd,0x546a668fe4a9fbe52c6570c99f4e65ac797ad579,ButtonGame
0xd4b352e5da435f2d2e7a27901d3dd2ba3e4dfbe47d5eaa38a0d6e8dfbe6619b1,0xf047810e935fddff5ae9fcb581ad133a874f1f92,ButtonGame
0x1ed6decdd9f49fed8327ea417ccf13c54b2c556b313fff134395288c2de0672e,0x373e4440c32c00e5cbaa97817fd0777ae3f0d4c3,ButtonGame
0xfd90f9b4a4f54e919a4d9e516b9ab45547cc80dd7d7d92c7b833d808ef67e4fb,0x4e8a4c3317fb84fd4592494a920c02d00cfab7f7,ButtonGame
0xdcc078f763f19be94d168ea56752c390d47a911695ed0532ac4f7473c6cf810f,0xb96d5b984b0a4b9d13930f149df46e4ef67d5b54,ButtonGame
0x5e2960d3a2423ac2ddea23a6dd7472435cc78cc0840a01320120b714e2bfde69,0x30846730eef99b123e614b6e281642099118b0ba,ButtonGame
0x3f262110409e3dcd685680931969e4457452d315d24e24940c4bf54a1f2f46c8,0x02a7b05b6d612d9cd6191fe87332b0cd38398b27,ButtonGame
0xb8e8458131c2a10d6700bf219f5653cc7ebbde345fcc0e75ae3ec0744d72b998,0x220c9753a800c5c8c5c6a971230e4eb62d5de362,Lido
0x36fb7de48bebc6d969580eea7b9e707092b9b1e31efd857bdeabf7e2c6f17a0e,0x6c26dbd5240af7cf3aa99488e20eb6e1898e1bdf,Withdrawal
0x25afd3ce1c27538237f22f53e9985602c5cf9e2463b41699cfbf84776419dbec,0x36a6e2b0caca905cadeee8897e418ac939976b4f,Satori
0x52c05b8b578ee1251bd1d834083821c5a9710e6bcb4003b6b84e71e227abf45e,0x781de0ddc10a90f6c32c2ea2471379689f2a5be5,GameItem
0x8ed7e46cb635b79e9d64ce260f5aa78747c3fe61893d799b8a82451f0988b744,0xB43428256dE4d81466D3166ca86F8170E506B873,GameItem
0xbfed7e62aea733afca6988aab6e73b918cc0a96619299283eb5a50fdc3bd7661,0x69f3dbe29496cde8910856bf6b32fd6299ab3a41,ButtonGame
0x9e35712c27fe661b6d581c9496c0cc2d2e469fe516288eb42b4e1b5c2f250019,0xdff793fF6E0acB7036cAA8eFb029c82117500Ac1,Storage
0xbd4fb50f4421472da9bf226a418830a22024b20268b1236c4797dde71b4c5907,0x549fea9d619cf16aa9a5c022a7b6f7596d8605d5,Marte
0xe8c459f5ca7838f0738dcb110ac1cd93c95bf230d2ab18e430686f10bf32981d,0x919f68cc35ce5d49a45c94dc44e7bf444f9a7531,CryptoCTFX
0xe369329de1e707431f0042786b02f322bc75ecaee13351fc6edbd8983e45615c,0xdb5e67f6c4ba37318fb442ae7595ceb374bd15ed,Gemas
0x75fdb07bedad940dd7ada72968bb1ffcc9b780b2d0224c491cdda8eb2e85b11a,0x071AeED8aF33662dd5aa70026a43C84026539415,ButtonGame
0x1e14cdf5d2b737ea971541d94f70a735d72b2325dd31b9712e1f70805254f5d6,0x09a324878cbf6ade7d8d9a7d828563d8a3839696,ButtonGame
0xaccea4e0c8c122405992fdb78a97cb2abd4622bedc3066bfc8e61411252b9fe1,0xdCec1904de0D88670Cf67ed4b5E6d0c347947B81,Game
0x8037563576e1f6e9bf53f62f9c558745e33ca587aabb1741e9afdca871634b79,0x029adcd2cba6c7d88649d55f1f5455a3d592235a,Lido
0xff6631b5a33c8708594f0434880d67c0b38572c5baa61fff04aa9564ea89185f,0x9c91056093ea4107119b45837eb26cf3948cf16f,ESDR
